District_code,District_name,Week,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
4000796,SANTA FE SOUTH (CHARTER),2022 Dec 25 12:00:00 AM,In Person,7,"3,533",Oklahoma City,OK,73129
4000798,DAVIDSON,2022 Dec 25 12:00:00 AM,In Person,1,37,Davidson,OK,73530
4000799,DOVE SCHOOLS OF OKC,2022 Dec 25 12:00:00 AM,In Person,4,"1,321",OKLAHOMA CITY,OK,73131
4000800,EPIC BLENDED LEARNING CHARTER,2022 Dec 25 12:00:00 AM,In Person,6,"10,962",OKC,OK,73118
4000801,LE MONDE INTERNATIONAL SCHOOL,2022 Dec 25 12:00:00 AM,In Person,1,199,Norman,OK,73071
4000802,NORTH ROCK CREEK,2022 Dec 25 12:00:00 AM,In Person,4,908,Shawnee,OK,74804
4000803,ACADEMY OF SEMINOLE CHARTER,2022 Dec 25 12:00:00 AM,In Person,2,283,Seminole,OK,74868
4002430,ADA,2022 Dec 25 12:00:00 AM,In Person,6,"2,564",Ada,OK,74821
4002520,AFTON,2022 Dec 25 12:00:00 AM,In Person,2,478,Afton,OK,74331
4009300,CYRIL,2022 Dec 25 12:00:00 AM,In Person,3,334,Cyril,OK,73029
4009360,DAHLONEGAH,2022 Dec 25 12:00:00 AM,In Person,1,137,Stilwell,OK,74960
4009420,DARLINGTON,2022 Dec 25 12:00:00 AM,In Person,1,227,El Reno,OK,73036
4009450,DAVENPORT,2022 Dec 25 12:00:00 AM,In Person,2,414,Davenport,OK,74026
4009510,DAVIS,2022 Dec 25 12:00:00 AM,In Person,3,962,Davis,OK,73030
4009570,DEER CREEK,2022 Dec 25 12:00:00 AM,In Person,9,"6,872",Edmond,OK,73012
4009720,DENISON,2022 Dec 25 12:00:00 AM,In Person,1,323,Idabel,OK,74745
4009750,DEPEW,2022 Dec 25 12:00:00 AM,In Person,2,365,Depew,OK,74028
4009780,DEWAR,2022 Dec 25 12:00:00 AM,In Person,3,454,Dewar,OK,74431
4009810,DEWEY,2022 Dec 25 12:00:00 AM,In Person,3,"1,239",Dewey,OK,74029
4009870,DIBBLE,2022 Dec 25 12:00:00 AM,In Person,3,694,BLANCHARD,OK,73010
4009910,DICKSON,2022 Dec 25 12:00:00 AM,In Person,4,"1,339",Ardmore,OK,73401
4010050,DOVER,2022 Dec 25 12:00:00 AM,In Person,2,153,Dover,OK,73734
4010200,DRUMRIGHT,2022 Dec 25 12:00:00 AM,In Person,3,474,Drumright,OK,74030
4010290,DUNCAN,2022 Dec 25 12:00:00 AM,In Person,8,"3,484",Duncan,OK,73533
4010350,DURANT,2022 Dec 25 12:00:00 AM,In Person,6,"3,781",Durant,OK,74701
4010500,EARLSBORO,2022 Dec 25 12:00:00 AM,In Person,2,276,Earlsboro,OK,74840
4010560,PEAVINE,2022 Dec 25 12:00:00 AM,In Person,1,110,Stilwell,OK,74960
4010590,EDMOND,2022 Dec 25 12:00:00 AM,In Person,26,"25,619",Edmond,OK,73003
4010650,EL RENO,2022 Dec 25 12:00:00 AM,In Person,6,"2,911",El Reno,OK,73036
4018700,MADILL,2022 Dec 25 12:00:00 AM,In Person,3,"1,747",Madill,OK,73446
4018780,MANGUM,2022 Dec 25 12:00:00 AM,In Person,3,717,Mangum,OK,73554
4018840,MANNFORD,2022 Dec 25 12:00:00 AM,In Person,5,"1,475",Mannford,OK,74044
4018900,MAPLE,2022 Dec 25 12:00:00 AM,In Person,1,186,Calumet,OK,73014
4018960,MARBLE CITY,2022 Dec 25 12:00:00 AM,In Person,1,109,MARBLE CITY,OK,74945
4018990,MARIETTA,2022 Dec 25 12:00:00 AM,In Person,3,"1,132",Marietta,OK,73448
4019080,MARLOW,2022 Dec 25 12:00:00 AM,In Person,3,"1,358",Marlow,OK,73055
4019200,MARYETTA,2022 Dec 25 12:00:00 AM,In Person,1,638,Stilwell,OK,74960
4019260,MASON,2022 Dec 25 12:00:00 AM,In Person,2,256,Mason,OK,74859
4019290,MAUD,2022 Dec 25 12:00:00 AM,In Person,2,269,Maud,OK,74854
4019380,MAYSVILLE,2022 Dec 25 12:00:00 AM,In Person,2,325,Maysville,OK,73057
4019410,MCCURTAIN,2022 Dec 25 12:00:00 AM,In Person,2,214,McCurtain,OK,74944
4019440,MCALESTER,2022 Dec 25 12:00:00 AM,In Person,8,"3,100",McAlester,OK,74501
4019500,MCCORD,2022 Dec 25 12:00:00 AM,In Person,1,337,Ponca City,OK,74604
4019560,MCLOUD,2022 Dec 25 12:00:00 AM,In Person,5,"1,666",McLoud,OK,74851
4019620,MEDFORD,2022 Dec 25 12:00:00 AM,In Person,2,282,Medford,OK,73759
4019680,MEEKER,2022 Dec 25 12:00:00 AM,In Person,3,770,Meeker,OK,74855
4019800,MERRITT,2022 Dec 25 12:00:00 AM,In Person,2,814,Elk City,OK,73644
4019860,MIAMI,2022 Dec 25 12:00:00 AM,In Person,6,"2,185",Miami,OK,74354
4019950,MIDWEST CITY-DEL CITY,2022 Dec 25 12:00:00 AM,In Person,21,"14,207",Midwest City,OK,73110
4027570,SHAWNEE,2022 Dec 25 12:00:00 AM,In Person,7,"3,642",Shawnee,OK,74801
4027630,SHIDLER,2022 Dec 25 12:00:00 AM,In Person,3,239,Shidler,OK,74652
4027640,SILO,2022 Dec 25 12:00:00 AM,In Person,4,988,Durant,OK,74701
4027750,SKIATOOK,2022 Dec 25 12:00:00 AM,In Person,5,"2,352",Skiatook,OK,74070
4028170,SPERRY,2022 Dec 25 12:00:00 AM,In Person,3,"1,046",Sperry,OK,74073
4028200,SPIRO,2022 Dec 25 12:00:00 AM,In Person,3,"1,051",Spiro,OK,74959
4028350,SPRINGER,2022 Dec 25 12:00:00 AM,In Person,2,206,SPRINGER,OK,73458
4028590,STERLING,2022 Dec 25 12:00:00 AM,In Person,2,349,Sterling,OK,73567
4028650,STIGLER,2022 Dec 25 12:00:00 AM,In Person,3,"1,253",Stigler,OK,74462
4028680,STILLWATER,2022 Dec 25 12:00:00 AM,In Person,9,"6,312",Stillwater,OK,74074
4028710,STILWELL,2022 Dec 25 12:00:00 AM,In Person,3,"1,344",Stilwell,OK,74960
4028800,STONEWALL,2022 Dec 25 12:00:00 AM,In Person,3,445,Stonewall,OK,74871
4028920,STRAIGHT,2022 Dec 25 12:00:00 AM,In Person,1,40,Guymon,OK,73942
4028980,STRATFORD,2022 Dec 25 12:00:00 AM,In Person,3,644,Stratford,OK,74872
4029010,STRINGTOWN,2022 Dec 25 12:00:00 AM,In Person,2,235,Stringtown,OK,74569
4029070,STROUD,2022 Dec 25 12:00:00 AM,In Person,3,791,Stroud,OK,74079
4029100,STUART,2022 Dec 25 12:00:00 AM,In Person,2,260,Stuart,OK,74570
4029160,SULPHUR,2022 Dec 25 12:00:00 AM,In Person,4,"1,558",Sulphur,OK,73086
4029310,SWEETWATER,2022 Dec 25 12:00:00 AM,In Person,2,124,Sweetwater,OK,73666
4029380,TAHLEQUAH,2022 Dec 25 12:00:00 AM,In Person,6,"3,663",Tahlequah,OK,74464
4102490,Harney County SD 3,2022 Dec 25 12:00:00 AM,In Person,4,836,Burns,OR,97720
4102580,Butte Falls SD 91,2022 Dec 25 12:00:00 AM,In Person,1,228,Butte Falls,OR,97522
4102640,Canby SD 86,2022 Dec 25 12:00:00 AM,In Person,8,"4,668",Canby,OR,97013
4102800,Centennial SD 28J,2022 Dec 25 12:00:00 AM,In Person,9,"6,095",Portland,OR,97236
4102840,Central SD 13J,2022 Dec 25 12:00:00 AM,In Person,5,"3,320",Independence,OR,97351
4102910,Central Linn SD 552,2022 Dec 25 12:00:00 AM,In Person,3,642,Halsey,OR,97348
4102940,Central Point SD 6,2022 Dec 25 12:00:00 AM,In Person,10,"4,863",Central Point,OR,97502
4103260,Clatskanie SD 6J,2022 Dec 25 12:00:00 AM,In Person,2,724,Clatskanie,OR,97016
4103270,Colton SD 53,2022 Dec 25 12:00:00 AM,In Person,3,591,Colton,OR,97017
4103330,Condon SD 25J,2022 Dec 25 12:00:00 AM,In Person,2,138,Condon,OR,97823
4103390,Coquille SD 8,2022 Dec 25 12:00:00 AM,In Person,5,"1,268",Coquille,OR,97423
4103420,Corbett SD 39,2022 Dec 25 12:00:00 AM,In Person,1,"1,190",Corbett,OR,97019
4103480,Corvallis SD 509J,2022 Dec 25 12:00:00 AM,In Person,13,"6,748",Corvallis,OR,97333
4103540,Cove SD 15,2022 Dec 25 12:00:00 AM,In Person,1,291,Cove,OR,97824
4103660,Coos Bay SD 9,2022 Dec 25 12:00:00 AM,In Person,9,"3,265",Coos Bay,OR,97420
4103720,Crook County SD,2022 Dec 25 12:00:00 AM,In Person,9,"3,071",Prineville,OR,97754
4103840,Culver SD 4,2022 Dec 25 12:00:00 AM,In Person,3,687,Culver,OR,97734
4103860,Dallas SD 2,2022 Dec 25 12:00:00 AM,In Person,7,"3,222",Dallas,OR,97338
4103940,David Douglas SD 40,2022 Dec 25 12:00:00 AM,In Person,14,"9,818",Portland,OR,97220
4103960,Douglas County SD 15,2022 Dec 25 12:00:00 AM,In Person,1,203,Days Creek,OR,97429
4111290,Sherwood SD 88J,2022 Dec 25 12:00:00 AM,In Person,7,"5,273",Sherwood,OR,97140
4111450,Silver Falls SD 4J,2022 Dec 25 12:00:00 AM,In Person,13,"3,984",Silverton,OR,97381
4111490,Sisters SD 6,2022 Dec 25 12:00:00 AM,In Person,3,"1,105",Sisters,OR,97759
4111580,South Lane SD 45J3,2022 Dec 25 12:00:00 AM,In Person,9,"2,808",Cottage Grove,OR,97424
4111610,South Umpqua SD 19,2022 Dec 25 12:00:00 AM,In Person,5,"1,521",Myrtle Creek,OR,97457
4111640,Spray SD 1,2022 Dec 25 12:00:00 AM,In Person,1,64,Spray,OR,97874
4111670,Springfield SD 19,2022 Dec 25 12:00:00 AM,In Person,21,"10,519",Springfield,OR,97477
4111720,St Helens SD 502,2022 Dec 25 12:00:00 AM,In Person,7,"2,835",St Helens,OR,97051
4111760,St Paul SD 45,2022 Dec 25 12:00:00 AM,In Person,2,290,St Paul,OR,97137
4111970,Sweet Home SD 55,2022 Dec 25 12:00:00 AM,In Person,7,"2,323",Sweet Home,OR,97386
4112240,Tigard-Tualatin SD 23J,2022 Dec 25 12:00:00 AM,In Person,17,"12,625",Tigard,OR,97223
4112320,Tillamook SD 9,2022 Dec 25 12:00:00 AM,In Person,5,"2,254",Tillamook,OR,97141
4112360,Troy SD 54,2022 Dec 25 12:00:00 AM,In Person,1,3,Enterprise,OR,97828
4112540,Ukiah SD 80R,2022 Dec 25 12:00:00 AM,In Person,1,29,Ukiah,OR,97880
4112600,Umatilla SD 6R,2022 Dec 25 12:00:00 AM,In Person,3,"1,425",Umatilla,OR,97882
4112930,Vernonia SD 47J,2022 Dec 25 12:00:00 AM,In Person,4,581,Vernonia,OR,97064
4112990,Wallowa SD 12,2022 Dec 25 12:00:00 AM,In Person,2,191,Wallowa,OR,97885
4113080,Warrenton-Hammond SD 30,2022 Dec 25 12:00:00 AM,In Person,2,"1,027",Warrenton,OR,97146
4113170,West Linn-Wilsonville SD 3J,2022 Dec 25 12:00:00 AM,In Person,17,"9,808",Tualatin,OR,97062
4113490,Winston-Dillard SD 116,2022 Dec 25 12:00:00 AM,In Person,6,"1,393",Winston,OR,97496
4111290,Sherwood SD 88J,2022 Dec 25 12:00:00 AM,In Person,7,"5,273",Sherwood,OR,97140
4111450,Silver Falls SD 4J,2022 Dec 25 12:00:00 AM,In Person,13,"3,984",Silverton,OR,97381
4111490,Sisters SD 6,2022 Dec 25 12:00:00 AM,In Person,3,"1,105",Sisters,OR,97759
4111580,South Lane SD 45J3,2022 Dec 25 12:00:00 AM,In Person,9,"2,808",Cottage Grove,OR,97424
4111610,South Umpqua SD 19,2022 Dec 25 12:00:00 AM,In Person,5,"1,521",Myrtle Creek,OR,97457
4111640,Spray SD 1,2022 Dec 25 12:00:00 AM,In Person,1,64,Spray,OR,97874
4111670,Springfield SD 19,2022 Dec 25 12:00:00 AM,In Person,21,"10,519",Springfield,OR,97477
4111720,St Helens SD 502,2022 Dec 25 12:00:00 AM,In Person,7,"2,835",St Helens,OR,97051
4111760,St Paul SD 45,2022 Dec 25 12:00:00 AM,In Person,2,290,St Paul,OR,97137
4111970,Allentown City SD,2022 Dec 25 12:00:00 AM,In Person,21,"16,730",Allentown,PA,18105
4202310,Allegheny-Clarion Valley SD,2022 Dec 25 12:00:00 AM,In Person,2,646,Foxburg,PA,16036
4202440,Ambridge Area SD,2022 Dec 25 12:00:00 AM,In Person,5,"2,390",Ambridge,PA,15003
4202480,Antietam SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,099",Reading,PA,19606
4202490,Annville-Cleona SD,2022 Dec 25 12:00:00 AM,In Person,4,"1,439",Annville,PA,17003
4202550,Apollo-Ridge SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,161",Spring Church,PA,15686
4202590,Armstrong SD,2022 Dec 25 12:00:00 AM,In Person,8,"4,965",Kittanning,PA,16201
4202670,Athens Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"2,086",Athens,PA,18810
4202760,Avella Area SD,2022 Dec 25 12:00:00 AM,In Person,2,497,Avella,PA,15312
4202790,Avon Grove SD,2022 Dec 25 12:00:00 AM,In Person,4,"5,084",West Grove,PA,19390
4202820,Avonworth SD,2022 Dec 25 12:00:00 AM,In Person,4,"1,863",Pittsburgh,PA,15237
4200893,Independence CS West,2022 Dec 25 12:00:00 AM,In Person,1,618,Philadelphia,PA,19143
4200894,Innovative Arts Academy CS,2022 Dec 25 12:00:00 AM,In Person,1,567,Catasauqua,PA,18032
4200895,TECH Freire CS,2022 Dec 25 12:00:00 AM,In Person,1,513,Philadelphia,PA,19132
4200896,Westinghouse Arts Academy CS,2022 Dec 25 12:00:00 AM,In Person,4,426,Tionesta,PA,16353
4208490,East Lycoming SD,2022 Dec 25 12:00:00 AM,In Person,4,"1,680",Hughesville,PA,17737
4208550,East Penn SD,2022 Dec 25 12:00:00 AM,In Person,10,"8,345",Emmaus,PA,18049
4208580,East Pennsboro Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"2,623",Enola,PA,17025
4208670,East Stroudsburg Area SD,2022 Dec 25 12:00:00 AM,In Person,10,"6,668",East Stroudsburg,PA,18301
4208790,Eastern York SD,2022 Dec 25 12:00:00 AM,In Person,5,"2,422",Wrightsville,PA,17368
4208820,Eastern Lancaster County SD,2022 Dec 25 12:00:00 AM,In Person,5,"3,038",New Holland,PA,17557
4208850,Easton Area SD,2022 Dec 25 12:00:00 AM,In Person,9,"8,622",Easton,PA,18040
4209120,Elizabethtown Area SD,2022 Dec 25 12:00:00 AM,In Person,7,"3,882",Elizabethtown,PA,17022
4209240,Ellwood City Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"1,619",Ellwood City,PA,16117
4209270,Ephrata Area SD,2022 Dec 25 12:00:00 AM,In Person,7,"4,171",Ephrata,PA,17522
4209300,Erie City SD,2022 Dec 25 12:00:00 AM,In Person,15,"10,438",Erie,PA,16502
4209360,Everett Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"1,237",EVERETT,PA,15537
4209480,Exeter Township SD,2022 Dec 25 12:00:00 AM,In Person,6,"3,882",Reading,PA,19606
4209540,Fairfield Area SD,2022 Dec 25 12:00:00 AM,In Person,3,950,Fairfield,PA,17320
4209570,Fairview SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,810",Fairview,PA,16415
4209600,Karns City Area SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,344",Karns City,PA,16041
4207980,Dunmore SD,2022 Dec 25 12:00:00 AM,In Person,2,"1,492",Dunmore,PA,18512
4208010,Duquesne City SD,2022 Dec 25 12:00:00 AM,In Person,1,410,Duquesne,PA,15110
4208060,East Allegheny SD,2022 Dec 25 12:00:00 AM,In Person,2,"1,555",North Versailles,PA,15137
4208280,Forest Area SD,2022 Dec 25 12:00:00 AM,In Person,4,426,Tionesta,PA,16353
4208490,East Lycoming SD,2022 Dec 25 12:00:00 AM,In Person,4,"1,680",Hughesville,PA,17737
4208550,East Penn SD,2022 Dec 25 12:00:00 AM,In Person,10,"8,345",Emmaus,PA,18049
4215150,Meyersdale Area SD,2022 Dec 25 12:00:00 AM,In Person,3,799,Meyersdale,PA,15552
4215170,Mid Valley SD,2022 Dec 25 12:00:00 AM,In Person,2,"1,850",Throop,PA,18512
4215210,Midd-West SD,2022 Dec 25 12:00:00 AM,In Person,4,"2,114",Middleburg,PA,17842
4215270,Midland Borough SD,2022 Dec 25 12:00:00 AM,In Person,1,264,Midland,PA,15059
4215330,Millcreek Township SD,2022 Dec 25 12:00:00 AM,In Person,9,"6,614",Erie,PA,16506
4215360,Millersburg Area SD,2022 Dec 25 12:00:00 AM,In Person,3,771,Millersburg,PA,17061
4215450,Millville Area SD,2022 Dec 25 12:00:00 AM,In Person,2,627,Millville,PA,17846
4215480,Milton Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"2,024",Milton,PA,17847
4215510,Minersville Area SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,128",Minersville,PA,17954
4215540,Mohawk Area SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,479",New Castle,PA,16102
4215600,Monessen City SD,2022 Dec 25 12:00:00 AM,In Person,3,790,Monessen,PA,15062
4215660,Montgomery Area SD,2022 Dec 25 12:00:00 AM,In Person,2,919,Montgomery,PA,17752
4215720,Montour SD,2022 Dec 25 12:00:00 AM,In Person,3,"2,968",Mc Kees Rocks,PA,15136
4215750,Montoursville Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"1,952",Montoursville,PA,17754
4220460,Rochester Area SD,2022 Dec 25 12:00:00 AM,In Person,3,685,Rochester,PA,15074
4220520,Rockwood Area SD,2022 Dec 25 12:00:00 AM,In Person,2,684,Rockwood,PA,15557
4220550,Rose Tree Media SD,2022 Dec 25 12:00:00 AM,In Person,6,"3,985",Media,PA,19063
4220580,South Fayette Township SD,2022 Dec 25 12:00:00 AM,In Person,4,"3,461",McDonald,PA,15057
4220760,Salisbury-Elk Lick SD,2022 Dec 25 12:00:00 AM,In Person,2,270,Salisbury,PA,15558
4220850,Sayre Area SD,2022 Dec 25 12:00:00 AM,In Person,2,"1,049",Sayre,PA,18840
4220910,Schuylkill Haven Area SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,155",Schuylkill Haven,PA,17972
4220970,Schuylkill Valley SD,2022 Dec 25 12:00:00 AM,In Person,3,"2,111",Leesport,PA,19533
4221090,Scranton SD,2022 Dec 25 12:00:00 AM,In Person,16,"9,992",Scranton,PA,18503
4221120,Selinsgrove Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"2,615",Selinsgrove,PA,17870
4221150,Yough SD,2022 Dec 25 12:00:00 AM,In Person,5,"1,895",Herminie,PA,15637
4221180,Shade-Central City SD,2022 Dec 25 12:00:00 AM,In Person,2,370,Cairnbrook,PA,15924
4221200,Shaler Area SD,2022 Dec 25 12:00:00 AM,In Person,7,"4,089",Glenshaw,PA,15116
4221270,Shanksville-Stonycreek SD,2022 Dec 25 12:00:00 AM,In Person,3,311,Shanksville,PA,15560
4221420,Sharpsville Area SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,134",Sharpsville,PA,16150
4221510,Shenango Area SD,2022 Dec 25 12:00:00 AM,In Person,2,"1,087",New Castle,PA,16101
4221540,Shikellamy SD,2022 Dec 25 12:00:00 AM,In Person,6,"2,892",Sunbury,PA,17801
4221570,Shippensburg Area SD,2022 Dec 25 12:00:00 AM,In Person,6,"3,420",Shippensburg,PA,17257
4221690,Smethport Area SD,2022 Dec 25 12:00:00 AM,In Person,2,791,Smethport,PA,16749
4221810,Solanco SD,2022 Dec 25 12:00:00 AM,In Person,7,"3,294",Quarryville,PA,17566
4226430,Williamsburg Community SD,2022 Dec 25 12:00:00 AM,In Person,2,473,Williamsburg,PA,16693
4226460,Williamsport Area SD,2022 Dec 25 12:00:00 AM,In Person,8,"4,921",Williamsport,PA,17701
4226520,Wilmington Area SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,072",New Wilmington,PA,16142
4226550,Wilson Area SD,2022 Dec 25 12:00:00 AM,In Person,5,"2,243",Easton,PA,18042
4226580,Wilson SD,2022 Dec 25 12:00:00 AM,In Person,8,"6,220",West Lawn,PA,19609
4226610,Windber Area SD,2022 Dec 25 12:00:00 AM,In Person,3,"1,210",Windber,PA,15963
4226700,Wyalusing Area SD,2022 Dec 25 12:00:00 AM,In Person,2,"1,333",Wyalusing,PA,18853
4226730,Wyoming Area SD,2022 Dec 25 12:00:00 AM,In Person,4,"2,130",Exeter,PA,18643
4226820,York City SD,2022 Dec 25 12:00:00 AM,In Person,9,"6,389",York,PA,17401
4226850,York Suburban SD,2022 Dec 25 12:00:00 AM,In Person,6,"3,094",York,PA,17403
4400006,Learning Community,2022 Dec 25 12:00:00 AM,In Person,1,578,Central Falls,RI,02863
4400014,Segue Institute for Learning,2022 Dec 25 12:00:00 AM,In Person,1,236,Central Falls,RI,02863
4400015,Blackstone Valley Prep A RI Mayoral Academy,2022 Dec 25 12:00:00 AM,In Person,6,"2,053",Cumberland,RI,02864
4400017,The Greene School,2022 Dec 25 12:00:00 AM,In Person,1,202,West Greenwich,RI,02817
4400018,Trinity Academy for the Performing Arts,2022 Dec 25 12:00:00 AM,In Person,1,211,Providence,RI,02903
4400024,Sheila Skip Nowell Leadership Academy,2022 Dec 25 12:00:00 AM,In Person,1,159,Providence,RI,02903
4400028,SouthSide Charter School,2022 Dec 25 12:00:00 AM,In Person,1,143,Providence,RI,02905
4400029,RISE Prep Mayoral Academy,2022 Dec 25 12:00:00 AM,In Person,2,277,Woonsocket,RI,02895
4400030,Barrington,2022 Dec 25 12:00:00 AM,In Person,6,"3,397",Barrington,RI,02806
4400031,Highlander,2022 Dec 25 12:00:00 AM,In Person,2,597,Providence,RI,02907
4503480,Spartanburg 01,2022 Dec 25 12:00:00 AM,In Person,10,"5,278",Campobello,SC,29322
4503510,Spartanburg 02,2022 Dec 25 12:00:00 AM,In Person,14,"10,509",Chesnee,SC,29323
4503540,Spartanburg 03,2022 Dec 25 12:00:00 AM,In Person,6,"2,756",Glendale,SC,29346
4503570,Spartanburg 04,2022 Dec 25 12:00:00 AM,In Person,4,"2,888",Woodruff,SC,29388
4503630,Spartanburg 06,2022 Dec 25 12:00:00 AM,In Person,13,"11,429",Roebuck,SC,29376
4503660,Spartanburg 07,2022 Dec 25 12:00:00 AM,In Person,11,"7,523",Spartanburg,SC,29307
4503750,Union 01,2022 Dec 25 12:00:00 AM,In Person,7,"4,004",Union,SC,29379
4503780,Williamsburg 01,2022 Dec 25 12:00:00 AM,In Person,11,"3,363",Kingstree,SC,29556
4503810,York 01,2022 Dec 25 12:00:00 AM,In Person,9,"5,238",York,SC,29745
4503840,York 02,2022 Dec 25 12:00:00 AM,In Person,10,"8,295",Clover,SC,29710
4503870,York 03,2022 Dec 25 12:00:00 AM,In Person,28,"17,594",Rock Hill,SC,29730
4503900,York 04,2022 Dec 25 12:00:00 AM,In Person,19,"16,977",Fort Mill,SC,29715
4503901,SC Public Charter School District,2022 Dec 25 12:00:00 AM,In Person,33,"20,714",Columbia,SC,29204
4503902,Sumter 01,2022 Dec 25 12:00:00 AM,In Person,25,"16,336",Sumter,SC,29150
4503908,Marion 10,2022 Dec 25 12:00:00 AM,In Person,10,"4,364",Marion,SC,29571
4503910,Orangeburg,2022 Dec 25 12:00:00 AM,In Person,29,"12,265",Orangeburg,SC,29118
4600002,Milbank School District 25-4,2022 Dec 25 12:00:00 AM,In Person,4,"1,018",Milbank,SD,57252
4600003,Wilmot School District 54-7,2022 Dec 25 12:00:00 AM,In Person,3,241,Wilmot,SD,57279
4600028,Alcester-Hudson School District 61-1,2022 Dec 25 12:00:00 AM,In Person,3,390,Alcester,SD,57001
4600036,Deuel School District 19-4,2022 Dec 25 12:00:00 AM,In Person,3,528,Clear Lake,SD,57226
4503480,Spartanburg 01,2022 Dec 25 12:00:00 AM,In Person,10,"5,278",Campobello,SC,29322
4503510,Spartanburg 02,2022 Dec 25 12:00:00 AM,In Person,14,"10,509",Chesnee,SC,29323
4503540,Spartanburg 03,2022 Dec 25 12:00:00 AM,In Person,6,"2,756",Glendale,SC,29346
4503570,Spartanburg 04,2022 Dec 25 12:00:00 AM,In Person,4,"2,888",Woodruff,SC,29388
4503630,Spartanburg 06,2022 Dec 25 12:00:00 AM,In Person,13,"11,429",Roebuck,SC,29376
4503660,Spartanburg 07,2022 Dec 25 12:00:00 AM,In Person,11,"7,523",Spartanburg,SC,29307
4503750,Union 01,2022 Dec 25 12:00:00 AM,In Person,7,625,Redfield,SD,57469
4663360,Rosholt School District 54-4,2022 Dec 25 12:00:00 AM,In Person,4,243,Rosholt,SD,57260
4664140,Rutland School District 39-4,2022 Dec 25 12:00:00 AM,In Person,4,175,Rutland,SD,57057
4665180,Scotland School District 04-3,2022 Dec 25 12:00:00 AM,In Person,3,277,Scotland,SD,57059
4665460,Oglala Lakota County 65-1,2022 Dec 25 12:00:00 AM,In Person,6,"1,335",Batesland,SD,57716
4666270,Sioux Falls School District 49-5,2022 Dec 25 12:00:00 AM,In Person,43,"25,196",Sioux Falls,SD,57105
4666300,Sioux Valley School District 05-5,2022 Dec 25 12:00:00 AM,In Person,3,671,Volga,SD,57071
4666930,Spearfish School District 40-2,2022 Dec 25 12:00:00 AM,In Person,8,"2,381",Spearfish,SD,57783
4669930,Meade School District 46-1,2022 Dec 25 12:00:00 AM,In Person,12,"2,966",Sturgis,SD,57785
4671880,Timber Lake School District 20-3,2022 Dec 25 12:00:00 AM,In Person,3,363,Timber Lake,SD,57656
4672090,Todd County School District 66-1,2022 Dec 25 12:00:00 AM,In Person,13,"2,135",Mission,SD,57555
4672450,Tripp-Delmont School District 33-5,2022 Dec 25 12:00:00 AM,In Person,5,148,Tripp,SD,57376
4674370,Vermillion School District 13-1,2022 Dec 25 12:00:00 AM,In Person,4,"1,305",Vermillion,SD,57069
4674520,Viborg-Hurley School District 60-6,2022 Dec 25 12:00:00 AM,In Person,4,376,Viborg,SD,57070
4702700,Maryville,2022 Dec 25 12:00:00 AM,In Person,7,"5,443",Maryville,TN,37803
4702760,Maury County,2022 Dec 25 12:00:00 AM,In Person,24,"13,043",Columbia,TN,38401
4702880,McNairy County,2022 Dec 25 12:00:00 AM,In Person,10,"4,070",Selmer,TN,38375
4702910,Meigs County,2022 Dec 25 12:00:00 AM,In Person,4,"1,742",Decatur,TN,37322
4703000,Monroe County,2022 Dec 25 12:00:00 AM,In Person,12,"5,262",Madisonville,TN,37354
4703030,Montgomery County,2022 Dec 25 12:00:00 AM,In Person,39,"36,582",Clarksville,TN,37040
4703090,Morgan County,2022 Dec 25 12:00:00 AM,In Person,8,"2,806",Wartburg,TN,37887
4703150,Murfreesboro,2022 Dec 25 12:00:00 AM,In Person,13,"9,216",Murfreesboro,TN,37127
4703180,Davidson County,2022 Dec 25 12:00:00 AM,In Person,162,"85,588",Nashville,TN,37204
4703210,Newport,2022 Dec 25 12:00:00 AM,In Person,1,682,Newport,TN,37821
4703270,Obion County,2022 Dec 25 12:00:00 AM,In Person,7,"3,281",Union City,TN,38261
4703300,Oneida,2022 Dec 25 12:00:00 AM,In Person,3,"1,282",Oneida,TN,37841
4703330,Overton County,2022 Dec 25 12:00:00 AM,In Person,9,"3,206",Livingston,TN,38570
4703360,Paris,2022 Dec 25 12:00:00 AM,In Person,3,"1,613",Paris,TN,38242
4703420,Pickett County,2022 Dec 25 12:00:00 AM,In Person,2,642,Byrdstown,TN,38549
4703450,Polk County,2022 Dec 25 12:00:00 AM,In Person,7,"2,269",Benton,TN,37307
4703480,Putnam County,2022 Dec 25 12:00:00 AM,In Person,22,"11,916",Cookeville,TN,38506
